Action,Time,Element Name,Type of Element,Containing Type,Containing Method,Type of Relation,Category,Input Method,View,Notes,Notes #2
Scan,43:29,ControllerAdapter,Class,,,,Navigation,,Java Editor,,
Open Type,43:52,NodeAdapter,Class,,,,Navigation,Mouse,Java Editor,Click on Tab,
Open Type,43:54,EncryptedMindMapNode,Class,,,,Navigation,Mouse,Java Editor,Click on Tab,
Set Breakpoint,44:22,,Instruction,EncryptedMindMapNode,save ,,Debugging,Mouse,Java Editor,,
Debug,44:26,FreeMind_integration,Project,,,,Debugging,Mouse,Package Explorer,,
Hit Breakpoint,44:51,,Instruction,NodeAdapter,saveChildren,,Debugging,Mouse,Java Editor,,
Show Instruction,45:04,,Instruction,NodeAdapter,save ,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Scan,45:07,NodeAdapter,Class,,,,Navigation,,Java Editor,,
Show Method,45:12,save ,Method,NodeAdapter,,,Navigation,Mouse,Outline Window,,
Show Instruction,45:15,,Instruction,MindMapMapModel,getXml,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Show Instruction,45:18,,Instruction,MindMapMapModel,getXml,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Show Instruction,45:21,,Instruction,MindMapMapModel,getXml,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Show Instruction,45:24,,Instruction,MindMapMapModel,saveInternal,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Scan,45:28,saveInternal,Method,MindMapMapModel,,,Navigation,,Java Editor,,
Show Instruction,45:35,,Instruction,MindMapMapModel,save ,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Show Instruction,45:36,,Instruction,MindMapMapModel,saveInternal,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Add Bookmark,45:47,"“Exception caught here, want...”",Bookmark,MindMapMapModel,saveInternal,,Navigation,Both,Java Editor,,
Scan,46:07,saveInternal,Method,MindMapMapModel,,,Navigation,,Java Editor,,
Edit Code,46:37,,Instruction,MindMapMapModel,saveInternal,,Edit Code,Keyboard,Java Editor,add catch(IOException),
Show Instruction,46:39,,Instruction,MindMapMapModel,getXml,,Navigation,Mouse,Debug Window,Click on Stacktrace,Check Type of Exception (IOException)
Show Instruction,46:42,,Instruction,MindMapMapModel,saveInternal,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Edit Code,46:42,,Instruction,MindMapMapModel,saveInternal,,Edit Code,Keyboard,Java Editor,continue on catch...,
Show Instruction,47:07,,Instruction,NodeAdapter,saveChildren,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Show Instruction,47:10,,Instruction,NodeAdapter,save ,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Show Instruction,47:13,,Instruction,MindMapMapModel,saveInternal,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Show Instruction,47:14,,Instruction,MindMapMapModel,getXml,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Show Instruction,47:18,,Instruction,MindMapMapModel,saveInternal,,Navigation,Mouse,Debug Window,Click on Stacktrace,
Edit Code,47:20,,Instruction,MindMapMapModel,saveInternal,,Edit Code,Keyboard,Java Editor,continue on catch → added throw with meaningful message,
Edit Code,48:48,,Instruction,MindMapMapModel,save,,Edit Code,Keyboard,Java Editor,Catch / rethrow Exceptions where needed,
Edit Code,49:03,,Instruction,MapAdapter,save,,Edit Code,Keyboard,Java Editor,Catch / rethrow Exceptions where needed,
Edit Code,49:29,,Instruction,ControllerAdapter ,save,,Edit Code,Keyboard,Java Editor,Catch / rethrow Exceptions where needed,
Edit Code,49:35,,Instruction,ModeController,save,,Edit Code,Keyboard,Java Editor,Catch / rethrow Exceptions where needed,
Open Type,49:42,MindMapMapModel,Class,,,,Navigation,Mouse,Java Editor,Click on Tab,
Open Type,49:47,ControllerAdapter,Class,,,,Navigation,Mouse,Java Editor,Click on Tab,
Edit Code,50:04,,Instruction,ControllerAdapter ,save,,Edit Code,Keyboard,Java Editor,Catch / rethrow Exceptions where needed,
Edit Code,50:18,,Instruction,ModeController,save,,Edit Code,Keyboard,Java Editor,Catch / rethrow Exceptions where needed,via quick fix
Open Type,50:24,ControllerAdapter,Class,,,,Navigation,Mouse,Java Editor,Click on Tab,
Show Instruction,50:29,,Instruction,ControllerAdapter ,close,,Navigation,Mouse,Java Editor,Show Error,
Show Instruction,50:34,,Instruction,ControllerAdapter.SaveAction,actionPerformed,,Navigation,Mouse,Java Editor,Show Error,
Edit Code,50:38,,Instruction,ControllerAdapter.SaveAction,actionPerformed,,Edit Code,Keyboard,Java Editor,Catch / rethrow Exceptions where needed,via quick fix
Show Instruction,50:55,,Instruction,ControllerAdapter ,saveAs,,Navigation,Mouse,Java Editor,Show Error,
Edit Code,51:08,,Instruction,ControllerAdapter ,saveAs,,Edit Code,Keyboard,Java Editor,Catch / rethrow Exceptions where needed,via quick fix
Open Bookmark,51:48,"“Exception caught here, want...”",Bookmark,MindMapMapModel,saveInternal,,Navigation,Both,Java Editor,,
Open Bookmark,51:49,“isAccessible is false (children h...”,Bookmark,EncryptedMindMapNode,,,Navigation,Mouse,Bookmarks Window,,
Open Bookmark,51:51,"“Saving faild message here, ...”",Bookmark,ControllerAdapter.SaveAction,actionPerformed,,Navigation,Mouse,Bookmarks Window,,
Edit Code,52:07,,Instructions,ControllerAdapter.SaveAction,actionPerformed,,Edit Code,Keyboard,Java Editor,setting error message to exception message,
Run,53:22,FreeMind_integration,Project,,,,Debugging,Mouse,Eclipse,Errors in code,
Expand,53:30,accessories.plugins,Package,,,Source Folder Contains Package,Navigation,Mouse,Package Explorer,,
Open Type,53:32,ExportWithXSLT,Class,,,Package Contains Class,Navigation,Mouse,Package Explorer,,
Edit Code,53:40,,Instruction,ExportWithXSLT,startupMapHook,,Edit Code,Keyboard,Java Editor,add catch ,
Expand,53:47,SaveAll,Class,,,Package Contains Class,Navigation,Mouse,Package Explorer,,
Open Type,53:49,SaveAll,Class,,,Package Contains Class,Navigation,Mouse,Package Explorer,,
Edit Code,53:40,,Instruction,SaveAll,startupMapHook,,Edit Code,Keyboard,Java Editor,add catch ,
Collapse,54:04,accessories.plugins,Package,,,Source Folder Contains Package,Navigation,Mouse,Package Explorer,,
Expand,54:11,freemind.modes.mindmapmode,Package,,,Source Folder Contains Package,Navigation,Mouse,Package Explorer,,
Open Type,54:12,MindMapController,Class,,,Package Contains Class,Navigation,Mouse,Package Explorer,,
Edit Code,54:22,,Instruction,MindMapController,loadURL,,Edit Code,Keyboard,Java Editor,add catch ,
Expand,54:11,freemind.modes.mindmapmode.actions,Package,,,Source Folder Contains Package,Navigation,Mouse,Package Explorer,,
Open Type,54:33,ExportBranchAction,Class,,,Package Contains Class,Navigation,Mouse,Package Explorer,,
Edit Code,54:39,,Instruction,ExportBranchAction,actionPerformed,,Edit Code,Keyboard,Java Editor,add catch ,2x
Expand,54:56,freemind.modes.schememode,Package,,,Source Folder Contains Package,Navigation,Mouse,Package Explorer,,
Open Type,54:57,SchemeController,Class,,,Package Contains Class,Navigation,Mouse,Package Explorer,,
Edit Code,55:04,,Instruction,SchemeController,saveAs,,Edit Code,Keyboard,Java Editor,add catch ,
Run,55:12,FreeMind_integration,Project,,,,Debugging,Mouse,Eclipse,-> no popup error message,
Scan,56:04,,Stacktrace,,,,Navigation,,Console,,
Open Bookmark,56:22,"“Saving faild message here, ...”",Bookmark,ControllerAdapter.SaveAction,actionPerformed,,Navigation,Mouse,Bookmarks Window,,
Open Bookmark,56:23,“Where exception is thrown from”,Bookmark,EncryptedMindMapNode,save ,,Navigation,Both,Java Editor,,
Open Bookmark,56:49,"“Exception caught here, want...”",Bookmark,MindMapMapModel,saveInternal,,Navigation,Both,Java Editor,,
Scan,56:50,saveInternal,Method,MindMapMapModel,,,Navigation,,Java Editor,,
Edit Code,57:30,saveInternal,Method,MindMapMapModel,,,Edit Code,Keyboard,Java Editor,change Exception to IOException and undo it,
Set Breakpoint,57:43,,Instruction,MindMapMapModel,saveInternal,,Debugging,Mouse,Java Editor,,
Debug,58:04,FreeMind_integration,Project,,,,Debugging,Mouse,Package Explorer,,
Hit Breakpoint,58:27,,Instruction,MindMapMapModel,saveInternal,,Debugging,Mouse,Java Editor,,
Remove BreakPoint,58:31,,Instruction,NodeAdapter,saveChildren,,Debugging,Mouse,Java Editor,,
Run,58:33,FreeMind_integration,Project,,,,Debugging,Mouse,Eclipse,-> no popup error message,
Resume,58:49,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,58:51,,Instruction,EncryptedMindMapNode,save ,,Debugging,Mouse,Java Editor,,
Remove BreakPoint,58:52,,Instruction,EncryptedMindMapNode,save ,,Debugging,Mouse,Java Editor,,
Resume,58:54,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,58:54,,Instruction,MindMapMapModel,saveInternal,,Debugging,Mouse,Java Editor,,
Step Over,58:59,,Instruction,ControllerAdapter.SaveAction,actionPerformed,,Debugging,Mouse,Java Editor,,
Step Over,59:07,,Instruction,ControllerAdapter.SaveAction,actionPerformed,,Debugging,Mouse,Java Editor,,
Step Over,59:10,,Instruction,ControllerAdapter.SaveAction,actionPerformed,,Debugging,Mouse,Java Editor,,
Step Over,59:11,,Instruction,ControllerAdapter.SaveAction,actionPerformed,,Debugging,Mouse,Java Editor,,
Step Over,59:25,,Instruction,ControllerAdapter.SaveAction,actionPerformed,,Debugging,Mouse,Java Editor,,
Step Over,59:26,,Instruction,ControllerAdapter.SaveAction,actionPerformed,,Debugging,Mouse,Java Editor,,
Resume,59:33,,,,,,Debugging,Mouse,Eclipse,,
Run,59:41,FreeMind_integration,Project,,,,Debugging,Mouse,Eclipse,-> Bug fixed!,
Deactivate Mylyn Task,01:15,,,,,,Other,Mouse,Mylyn Task List,,
