Action,Time,Element Name,Type of Element,Containing Type,Containing Method,Type of Relation,Category,Input Method,View,Notes,Notes #2
View Javadoc,41:44,tbTasks,Field,HistoryView,,,Navigation,Mouse,Java Editor,Mouse hover,no javadoc
Quick Outline,41:58,HistoryView,Class,,,Outline of Class,Navigation,Keyboard,Java Editor,Ctrl+O,
Show Field,42:15,tpViews,Field,HistoryView,,Class Contains Field,Navigation,Mouse,Java Editor,via Quick Outline,
Find,42:23,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Ctrl+F,
Find,42:24,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,42:25,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,42:30,HistoryView(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,42:51,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Ctrl+F,
Find,42:51,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,42:52,HistoryView(),Method,HistoryView,,,Navigation,,Java Editor,,
Edit Code,43:02,,,HistoryView,,,Edit Code,Keyboard,Java Editor,,added FocusListener to pnTasks
Run ,43:34,Rachota Project,Project,,,,Debugging,Mouse,Eclipse,,Bug not resolved
Delete Code,44:17,,,HistoryView,,,Edit Code,Keyboard,Java Editor,,Previousely written code
Edit Code,44:26,,,HistoryView,,,Edit Code,Keyboard,Java Editor,,no changes in code
Find,44:36,“tpView.add”,String,HistoryView,,,Navigation,Keyboard,Find Dialog,Ctrl+F,
Find,44:37,“tpView.add”,String,HistoryView,,,Navigation,Keyboard,Find Dialog,Enter,
Find,44:38,“tpView.add”,String,HistoryView,,,Navigation,Keyboard,Find Dialog,Enter,
Find,44:39,“tpView.add”,String,HistoryView,,,Navigation,Keyboard,Find Dialog,Enter,
Find,44:40,“tpView.add”,String,HistoryView,,,Navigation,Keyboard,Find Dialog,Enter,
Find,44:41,“tpView.add”,String,HistoryView,,,Navigation,Keyboard,Find Dialog,Ctrl+F,
Scan,44:47,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,44:48,“tpView.add”,String,HistoryView,,,Navigation,Keyboard,Find Dialog,Ctrl+F,
Find,44:49,“tpView.add”,String,HistoryView,,,Navigation,Keyboard,Find Dialog,Ctrl+F,
Scan,44:50,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:03,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:04,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:05,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:06,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:07,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:08,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:09,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:10,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:11,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:12,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,45:13,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,45:15,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:19,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,45:20,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:24,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,45:24,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:26,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,45:26,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:28,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,45:28,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:32,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,45:32,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:36,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,45:36,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:39,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,45:39,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:41,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Scan,45:41,initComponents(),Method,HistoryView,,,Navigation,,Java Editor,,
Find,45:43,„pnTasks“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Show Method,45:54,ptForwardActionPerformed(),Method,HistoryView,,Class Contains Method,Navigation,Mouse,Package Explorer,via Package Explorer,
Scan,45:54,ptForwardActionPerformed(),Method,HistoryView,,,Navigation,,Java Editor,,
Open Declaration,45:59,cmbPeriodItemStateChanged(),Method,HistoryView,,Declaration,Navigation,Keyboard,Java Editor,F3,
Scan,46:00,cmbPeriodItemStateChanged(),Method,HistoryView,,,Navigation,,Java Editor,,
Open Declaration,46:23,updateTotalTime(),Method,HistoryView,,Declaration,Navigation,Keyboard,Java Editor,F3,
Back,46:27,,,,,,Navigation,Mouse,Eclipse,,
Scan,46:28,cmbPeriodItemStateChanged(),Method,HistoryView,,,Navigation,,Java Editor,,
Copy Code,46:36,,,HistoryView,cmbPeriodItemStateChanged(),,Edit Code,Keyboard,Java Editor,Ctrl+C,
Show Class,46:59,HistoryView,,,,,Navigation,Mouse,Package Explorer,via Package Explorer,
Edit Code,47:09,,,HistoryView,,,Edit Code,Keyboard,Java Editor,,added FocusListener to HistoryView and pasted code in it
Set Breakpoint,47:39,,,HistoryView.<Anonymous FocusListener>,focusGained(),,Debugging,Mouse,Java Editor,,
Debug,47:42,,,,,,Debugging,Mouse,Eclipse,,Breakpoint was not met
Delete Code,48:13,,,HistoryView,,,Edit Code,Keyboard,Java Editor,,Previousely written code
Show Field,48:50,pnTasks,Field,HistoryView,,Class Contains Field,Navigation,Mouse,Package Explorer,via Package Explorer,
Find,49:03,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Ctrl+F,
Find,49:04,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,49:05,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,49:06,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,49:07,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,49:08,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Edit Code,49:09,,,HistoryView,,,Edit Code,Keyboard,Java Editor,,no changes in code
View Tooltip Description,49:34,tpView,Field,,,,Navigation,Keyboard,Java Editor,F2,
Find,50:14,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Ctrl+F,
Find,50:17,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,50:18,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,50:19,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,50:20,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,50:21,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,50:22,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,50:23,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,50:24,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Find,50:25,„changelistener“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Enter,
Show Field,50:35,pnTasks,Field,HistoryView,,Class Contains Field,Navigation,Mouse,Package Explorer,via Package Explorer,
Find,50:38,„tpViews“,String,,,File Content Matches String,Navigation,Keyboard,Find Dialog,Ctrl+F,
Edit Code,50:44,,,HistoryView,,,Edit Code,Keyboard,Java Editor,,added ChangeListener to tpViews and pasted code in it
Run ,51:31,Rachota Project,Project,,,,Debugging,Mouse,Eclipse,,
Terminate Execution,51:45,,,,,,Debugging,,Eclipse,,canceled execution after it took to long
Edit Code,51:55,,,HistoryView.<Anonymous ChangeListener>,stateChanged,,Edit Code,Keyboard,Java Editor,,added condition to ChangeListener
Run ,52:11,Rachota Project,Project,,,,Debugging,Mouse,Eclipse,,ClassCastExceptio
Show Instruction,52:21,,Instruction,HistoryView,HistoryView(),,Navigation,Mouse,Debug Window,via Stacktrace,
Show Instruction,52:28,,Instruction,HistoryView,HistoryView(),,Navigation,Mouse,Debug Window,via Stacktrace,
Show Instruction,52:31,,Instruction,HistoryView,HistoryView(),,Navigation,Mouse,Debug Window,via Stacktrace,
Show Instruction,52:40,,Instruction,HistoryView,HistoryView(),,Navigation,Mouse,Debug Window,via Stacktrace,
Show Class,53:14,<Anonymous ChangeListener>,Class,HistoryView,,,Navigation,Mouse,Package Explorer,via Package Explorer,
Move Code,53:25,,,HistoryView,,,Edit Code,Keyboard,Java Editor,,Previousely written code to the end of the method – where the object is initialized
Run ,53:47,Rachota Project,Project,,,,Debugging,Mouse,Eclipse,,Bug resolved!
Run ,54:13,Rachota Project,Project,,,,Debugging,Mouse,Eclipse,,Verify 2nd time
Deactivate Mylyn Task,54:41,,,,,,,Mouse,Mylyn Window,,
