Action,Time,Element Name,Type of Element,Containing Type,Containing Method,Type of Relation,Category,Input Method,View,Notes,Notes #2
Expand,52:42,[0],Local Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Expand,52:46,notes,Local Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Resume,52:54,,,,,,Debugging,Mouse,Eclipse,,
Terminate Execution,53:09,,,,,,Debugging,Mouse,Eclipse,,
Debug,53:12,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,53:22,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,53:25,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,53:40,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,53:47,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Expand,53:48,sel ,Local Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Show Variable,53:50,elements,Local Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Resume,54:10,,,,,,Debugging,Mouse,Eclipse,,
Edit Code,54:27,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Edit Code,Keyboard,Java Editor,Add commented if,
Hit Breakpoint,54:55,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,55:00,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Edit Code,55:03,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Edit Code,Keyboard,Java Editor,check for genuine selection,
Resume,56:40,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,56:46,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,56:50,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,56:51,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,56:52,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,56:56,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,57:02,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,57:04,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,57:05,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,57:06,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,57:07,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,57:08,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,57:10,,,,,,Debugging,Mouse,Eclipse,,
Show Breakpoint,57:15,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Navigation,Mouse,Breakpoints Window,,
Edit Code,57:32,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,set selection in TableView,
Terminate Execution,58:49,,,,,,Debugging,Mouse,Eclipse,,
Debug,58:53,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,59:05,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,59:08,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:09,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:10,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:11,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:12,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:13,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:14,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:18,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:19,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:20,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:21,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:22,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,59:23,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Scan,59:23,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Navigation,,Java Editor,,
Edit Code,59:37,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,Errors in Code,
Terminate Execution,00:44,,,,,,Debugging,Mouse,Eclipse,,
Edit Code,01:03,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,Errors in Code,
Show Breakpoint,01:32,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Navigation,Mouse,Breakpoints Window,,
Open Declaration,01:39,CopyPasswordAction,Class,,,Declaration,Navigation,Both,Java Editor,Ctrl+Click,
Scan,01:39,CopyPasswordAction,Class,,,,Navigation,,Java Editor,,
Show Javadoc,02:02,selected,Local Variable,CopyPasswordAction,run,,Navigation,Mouse,Java Editor,Mouse Hover,
Highlight Variable,02:16,selected,Local Variable,CopyPasswordAction,run,,Navigation,Mouse,Java Editor,,
Copy Code,02:21,,Instruction,CopyPasswordAction,run,,Edit Code,Keyboard,Java Editor,,
Back,02:23,ViewerDoubleClickListener,Class,,,Navigation History,Navigation,Mouse,Eclipse,Alt+Left,
Back,02:25,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,Navigation History,Navigation,Mouse,Eclipse,Alt+Left,
Paste Code,02:30,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Edit Code,Keyboard,Java Editor,,
Edit Code,02:49,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,Comment out all code with errors,
Debug,03:00,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,03:07,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,03:22,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Expand,03:28,sel ,Local Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Expand,03:31,elements,Local Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Edit Code,03:40,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,Errors in Code,
Scan,04:03,Variables,,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Edit Code,04:15,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,Errors in Code,
Show Javadoc,04:25,iterator,Method,StructuredSelection,,,Navigation,Mouse,Java Editor,Mouse Hover,
Edit Code,04:31,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,Errors in Code,
Scan,05:19,Variables,,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Show Javadoc,05:24,StructuredSelection,Class,,,,Navigation,Mouse,Java Editor,Mouse Hover,no sources attached
Quick Hierarchy,05:35,StructuredSelection,Class,,,,Navigation,Mouse,Quick Hierarchy,,
Quick Hierarchy,05:44,StructuredSelection,Class,,,,Navigation,Keyboard,Quick Hierarchy,Ctrl+T,
Edit Code,05:55,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,selection.getFirstElement(),
Resume,06:11,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,06:17,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,06:19,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,06:20,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,06:21,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,06:22,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,06:23,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Show Variable,06:25,obj,Local Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Edit Code,06:37,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,change variable type; restore selection,
Terminate Execution,07:37,,,,,,Debugging,Mouse,Eclipse,,
Debug,07:39,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,07:48,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,07:52,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,07:58,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,07:59,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,08:00,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,08:01,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,08:02,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,08:03,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,08:05,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,08:14,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,08:16,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,08:17,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,08:18,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,08:19,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,08:20,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,08:20,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,08:21,,,,,,Debugging,Mouse,Eclipse,,
Edit Code,09:05,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,syso of selection,
Hit Breakpoint,10:00,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,10:04,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:05,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:06,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:07,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:08,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:09,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:10,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Edit Code,10:20,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,store selection index; errors in code,
Open Declaration,10:33,getStoredIndex,Method,PwsEntryBean,,Declaration,Navigation,Both,Java Editor,Ctrl+Click,
Back,10:37,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,Navigation History,Navigation,Mouse,Eclipse,Alt+Left,
Edit Code,10:39,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,fix errors,
Step Over,10:47,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:48,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:49,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:50,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:51,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:52,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:53,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:54,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,10:55,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Scan,10:55,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Navigation,,Java Editor,,
Edit Code,11:03,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,move line,
Step Over,11:32,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:33,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:34,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:35,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:36,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:37,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:38,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:39,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:40,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,11:40,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,11:45,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,11:47,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:48,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:49,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:50,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:51,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:52,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:53,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:54,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,11:55,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,11:57,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,12:12,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,12:18,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,12:19,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,12:20,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,12:21,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,12:22,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,12:23,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,12:24,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,12:25,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,12:26,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,12:29,,,,,,Debugging,Mouse,Eclipse,,
Scan,12:34,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Navigation,,Java Editor,,
Edit Code,12:59,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,no substential changes,
Step Over,17:29,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,17:30,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,17:31,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,17:32,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,17:40,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,17:43,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,17:46,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,17:49,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,17:58,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,17:58,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,17:59,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:00,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:01,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:02,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:03,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:04,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,18:05,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,18:10,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,18:12,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:13,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:14,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:15,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:16,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:17,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:18,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Scan,18:18,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Navigation,,Java Editor,,
Resume,18:34,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,18:35,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,18:37,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:38,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:39,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:40,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:41,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:42,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:43,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,18:44,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Scan,18:44,PasswordSafeJFace,Class,,,,Navigation,,Java Editor,,
Scan,19:39,PasswordSafeJFace,Class,,,,Edit Code,Keyboard,Java Editor,introduce field,
Terminate Execution,19:55,,,,,,Debugging,Mouse,Eclipse,,
Debug,20:02,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,20:12,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Scan,20:18,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Navigation,,Java Editor,,
Edit Code,20:50,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,set field (selection); restore from field,
Terminate Execution,21:25,,,,,,Debugging,Mouse,Eclipse,,
Debug,21:27,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,21:35,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,21:40,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,21:41,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,21:42,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,21:43,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,21:44,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,21:45,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,21:46,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,21:47,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,21:50,,,,,,Debugging,Mouse,Eclipse,,
